latitude,longitude,corridor,soil_moisture,water_pressure,acceleration,tilt_angle,temperature,humidity,rainfall,antecedent_rainfall_7d,slope_angle_deg,factor_of_safety,landslide_triggered
27.3104,88.6465,"Gangtok, Sikkim",59.0,19.07,10.948,6.35,18.6,70.2,189.45,446.16,39.24,1.073,1
27.3544,88.5853,"Gangtok, Sikkim",52.08,15.54,9.797,0.012,14.5,64.0,24.89,47.1,35.18,1.299,0
27.3455,88.6418,"Gangtok, Sikkim",59.0,17.98,10.987,4.712,21.2,68.9,184.8,561.93,39.69,1.093,1
27.3823,88.564,"Gangtok, Sikkim",37.39,1.29,9.833,0.065,18.7,49.0,2.28,7.23,33.25,1.805,0
27.3676,88.6531,"Gangtok, Sikkim",36.22,0.47,9.832,0.144,23.7,51.6,5.31,31.43,35.51,1.733,0
27.3356,88.6561,"Gangtok, Sikkim",59.0,16.31,10.3,1.745,12.2,74.5,177.41,381.69,34.46,1.301,1
27.3846,88.6222,"Gangtok, Sikkim",42.46,5.13,9.804,0.054,14.7,64.9,11.45,50.62,36.84,1.547,0
27.3737,88.5862,"Gangtok, Sikkim",40.31,3.88,9.789,0.046,16.1,58.8,27.97,85.46,46.22,1.349,0
27.3806,88.6157,"Gangtok, Sikkim",59.0,19.16,9.826,0.003,19.9,69.1,237.99,508.49,28.66,1.461,0
27.3399,88.6401,"Gangtok, Sikkim",41.46,5.13,9.823,0.069,19.0,57.0,12.72,89.0,39.38,1.467,0
27.3778,88.6266,"Gangtok, Sikkim",59.0,17.58,9.827,0.027,19.6,71.5,89.47,275.29,29.73,1.46,0
27.2914,88.6162,"Gangtok, Sikkim",30.05,0.0,9.763,0.165,15.5,46.6,8.94,34.45,34.52,1.788,0
27.3711,88.611,"Gangtok, Sikkim",38.7,2.4,9.82,0.012,10.8,55.6,2.8,13.68,41.07,1.499,0
27.3824,88.6462,"Gangtok, Sikkim",59.0,20.09,12.129,6.084,15.1,80.5,258.72,750.0,36.77,1.113,1
27.3419,88.5969,"Gangtok, Sikkim",44.86,7.98,9.784,0.042,23.3,67.2,9.72,55.78,31.97,1.658,0
27.2944,88.6198,"Gangtok, Sikkim",49.4,12.14,9.832,0.039,15.6,76.6,16.28,41.16,33.5,1.464,0
27.3155,88.6233,"Gangtok, Sikkim",35.27,0.0,9.815,0.031,18.7,49.6,2.98,49.56,39.35,1.614,0
27.3688,88.5974,"Gangtok, Sikkim",37.65,1.47,9.881,0.023,18.2,50.3,5.51,26.26,33.43,1.791,0
27.2905,88.643,"Gangtok, Sikkim",39.78,3.8,9.825,0.01,18.7,56.6,5.43,35.19,37.41,1.567,0
27.3438,88.588,"Gangtok, Sikkim",59.0,16.78,11.509,5.746,12.9,82.1,38.46,102.79,36.69,1.212,1
27.3523,88.6239,"Gangtok, Sikkim",35.69,0.0,9.807,0.036,21.1,42.7,7.04,49.76,33.76,1.821,0
27.3036,88.6211,"Gangtok, Sikkim",53.68,16.75,12.034,6.663,17.6,71.3,16.88,71.13,45.5,1.001,1
27.3176,88.6369,"Gangtok, Sikkim",39.99,3.32,9.847,0.047,26.8,57.0,16.67,94.03,39.16,1.525,0
27.3831,88.5668,"Gangtok, Sikkim",48.55,10.93,9.819,0.051,16.6,70.0,3.7,93.06,27.99,1.774,0
27.3806,88.6468,"Gangtok, Sikkim",47.39,9.31,9.82,0.073,21.7,67.8,10.18,89.79,37.28,1.411,0
27.3232,88.5594,"Gangtok, Sikkim",55.16,16.66,9.778,0.06,16.5,75.6,26.97,84.28,33.72,1.318,0
27.3552,88.591,"Gangtok, Sikkim",30.0,0.0,9.833,0.019,25.3,53.4,7.74,47.8,40.08,1.593,0
27.3081,88.5674,"Gangtok, Sikkim",46.37,10.81,9.782,0.048,20.8,81.2,34.83,118.71,33.17,1.518,0
27.3085,88.5802,"Gangtok, Sikkim",25.14,0.0,9.793,0.017,13.1,57.1,2.9,8.54,36.02,1.727,0
27.3685,88.6349,"Gangtok, Sikkim",35.2,0.0,9.814,0.053,23.3,59.9,0.92,9.84,38.62,1.637,0
27.3383,88.6118,"Gangtok, Sikkim",52.07,16.04,9.793,0.034,20.9,66.3,26.65,95.89,40.14,1.136,0
27.3807,88.6473,"Gangtok, Sikkim",59.0,20.95,9.786,0.002,16.2,72.9,111.1,267.94,31.46,1.275,0
27.3718,88.5939,"Gangtok, Sikkim",59.0,20.4,11.166,8.146,11.9,82.0,58.86,181.21,35.1,1.157,1
27.3256,88.6453,"Gangtok, Sikkim",31.19,0.0,9.84,0.019,22.5,58.6,13.65,36.38,34.51,1.788,0
27.3816,88.6363,"Gangtok, Sikkim",52.77,14.55,9.837,0.152,24.6,64.8,33.12,157.36,33.76,1.38,0
27.3646,88.6123,"Gangtok, Sikkim",59.0,22.24,12.008,4.998,22.2,63.2,92.78,372.4,43.91,0.948,1
27.3227,88.5806,"Gangtok, Sikkim",59.0,16.5,10.305,8.784,21.3,64.2,170.72,431.3,38.2,1.175,1
27.3029,88.6293,"Gangtok, Sikkim",45.56,9.63,9.796,0.037,20.1,70.8,10.1,40.19,31.2,1.643,0
27.3666,88.5924,"Gangtok, Sikkim",49.12,11.82,9.844,0.002,22.0,74.9,5.78,50.37,40.36,1.251,0
27.2895,88.6504,"Gangtok, Sikkim",59.0,22.55,11.956,7.287,17.0,75.3,166.5,464.27,45.41,0.947,1
27.3326,88.654,"Gangtok, Sikkim",33.43,0.0,9.823,0.005,11.1,55.4,6.79,83.14,40.84,1.573,0
27.3566,88.5689,"Gangtok, Sikkim",45.4,9.42,9.835,0.003,20.9,74.3,9.29,146.41,30.12,1.704,0
27.3216,88.6222,"Gangtok, Sikkim",59.0,17.02,12.088,2.026,19.5,87.2,189.58,593.28,34.47,1.279,1
27.3538,88.5797,"Gangtok, Sikkim",48.65,11.97,9.788,0.024,12.7,70.4,9.98,41.96,41.82,1.21,0
27.3066,88.5842,"Gangtok, Sikkim",28.79,0.0,9.809,0.007,10.0,49.3,7.63,23.48,33.53,1.831,0
27.3676,88.5807,"Gangtok, Sikkim",27.88,0.0,9.787,0.035,18.3,46.1,0.59,29.86,38.36,1.645,0
27.3591,88.6435,"Gangtok, Sikkim",54.34,16.69,11.331,7.394,17.4,69.5,25.65,101.1,39.75,1.128,1
27.3281,88.5572,"Gangtok, Sikkim",43.38,5.69,9.838,0.061,17.1,57.2,7.05,55.1,32.61,1.699,0
27.3031,88.5877,"Gangtok, Sikkim",35.73,0.0,9.823,0.013,20.2,59.3,10.67,52.11,36.25,1.719,0
27.3079,88.5855,"Gangtok, Sikkim",42.7,5.45,9.822,0.147,15.2,60.5,1.8,35.8,22.89,2.369,0
27.3433,88.5586,"Gangtok, Sikkim",25.31,0.0,9.833,0.044,20.6,41.6,0.04,6.57,32.2,1.895,0
27.2953,88.6421,"Gangtok, Sikkim",59.0,21.71,9.836,0.059,20.6,81.9,77.3,303.51,35.44,1.107,0
27.3411,88.6501,"Gangtok, Sikkim",35.87,0.08,9.787,0.002,10.0,58.8,14.63,52.27,31.26,1.941,0
27.2892,88.5565,"Gangtok, Sikkim",30.58,0.0,9.764,0.049,17.7,52.5,1.25,59.99,43.36,1.512,0
27.3629,88.6041,"Gangtok, Sikkim",59.0,20.8,11.5,8.162,18.8,74.2,236.73,674.19,30.49,1.321,1
27.3803,88.6352,"Gangtok, Sikkim",33.46,0.0,9.838,0.155,20.8,56.2,2.91,62.68,34.65,1.782,0
27.3393,88.6044,"Gangtok, Sikkim",59.0,23.34,11.465,7.729,20.1,73.1,273.19,611.62,37.05,1.01,1
27.37,88.6369,"Gangtok, Sikkim",40.24,3.88,9.812,0.061,11.3,75.8,2.4,34.85,42.55,1.421,0
27.3166,88.624,"Gangtok, Sikkim",35.34,0.0,9.844,0.088,18.4,68.7,0.17,31.56,30.47,1.988,0
27.3532,88.6421,"Gangtok, Sikkim",47.95,8.89,12.003,1.405,17.0,60.9,17.73,70.68,41.39,1.308,1
27.3758,88.5833,"Gangtok, Sikkim",46.1,9.0,9.856,0.001,22.1,62.6,24.96,89.18,36.54,1.444,0
27.3769,88.649,"Gangtok, Sikkim",59.0,18.96,10.262,2.831,13.4,69.8,217.17,750.0,32.38,1.299,1
27.2999,88.6139,"Gangtok, Sikkim",47.49,8.87,9.805,0.012,18.0,54.1,2.5,48.26,38.44,1.388,0
27.3325,88.5967,"Gangtok, Sikkim",59.0,16.35,10.516,8.507,21.3,85.4,196.24,396.39,37.34,1.205,1
27.3594,88.5695,"Gangtok, Sikkim",27.97,0.0,9.8,0.001,20.9,47.9,7.75,21.2,33.98,1.811,0
27.3709,88.5592,"Gangtok, Sikkim",59.0,20.65,11.082,6.003,17.4,68.6,210.06,427.03,36.79,1.096,1
27.3467,88.579,"Gangtok, Sikkim",37.64,1.4,9.775,0.044,22.5,46.6,3.41,18.07,34.88,1.731,0
27.3556,88.609,"Gangtok, Sikkim",34.8,0.0,9.769,0.024,15.2,55.9,15.79,41.53,36.98,1.692,0
27.3889,88.6427,"Gangtok, Sikkim",39.15,3.41,9.742,0.071,20.8,60.4,6.95,33.13,39.28,1.519,0
27.3226,88.6093,"Gangtok, Sikkim",35.65,0.0,9.809,0.044,21.4,57.8,4.24,16.3,43.16,1.516,0
27.3207,88.6294,"Gangtok, Sikkim",29.98,0.0,9.871,0.193,12.8,56.9,7.3,16.11,31.3,1.942,0
27.3311,88.568,"Gangtok, Sikkim",59.0,22.23,9.75,0.027,22.9,80.5,70.12,213.11,45.46,0.947,0
27.355,88.5576,"Gangtok, Sikkim",59.0,17.7,9.804,0.077,11.7,67.4,203.83,496.15,28.3,1.529,0
27.3186,88.6472,"Gangtok, Sikkim",30.74,0.0,9.804,0.108,19.4,44.6,3.35,12.31,35.86,1.733,0
27.2983,88.6069,"Gangtok, Sikkim",59.0,19.49,11.732,3.133,16.2,81.0,235.51,437.99,38.97,1.068,1
27.3684,88.647,"Gangtok, Sikkim",59.0,20.81,12.202,1.743,21.8,71.4,152.54,537.57,37.68,1.066,1
27.3449,88.5718,"Gangtok, Sikkim",59.0,22.56,11.571,5.344,19.2,66.4,37.24,138.76,33.88,1.133,1
27.383,88.6314,"Gangtok, Sikkim",29.46,0.0,9.752,0.008,24.8,41.8,2.57,11.0,35.63,1.742,0
27.3285,88.5842,"Gangtok, Sikkim",56.23,17.39,9.794,0.0,22.3,78.4,25.72,87.03,34.43,1.27,0
27.2937,88.5756,"Gangtok, Sikkim",49.81,12.71,9.79,0.082,18.5,72.9,19.9,77.0,34.02,1.426,0
27.3667,88.5674,"Gangtok, Sikkim",54.11,15.39,9.743,0.012,22.6,71.8,41.25,124.03,40.07,1.156,0
27.3018,88.5761,"Gangtok, Sikkim",37.26,1.27,9.817,0.003,17.6,51.0,7.8,41.13,38.0,1.62,0
27.3284,88.5754,"Gangtok, Sikkim",46.99,8.62,9.774,0.041,13.9,64.6,15.6,55.38,33.59,1.567,0
27.3793,88.5823,"Gangtok, Sikkim",30.01,0.0,9.808,0.026,16.3,49.5,5.56,20.19,40.28,1.588,0
27.3808,88.655,"Gangtok, Sikkim",33.52,0.0,9.799,0.071,17.6,50.8,2.45,13.24,37.79,1.664,0
27.3644,88.5572,"Gangtok, Sikkim",42.79,6.1,9.778,0.007,10.0,65.5,7.02,52.3,39.91,1.425,0
27.3129,88.5832,"Gangtok, Sikkim",35.14,0.0,9.837,0.009,23.2,52.0,2.17,15.82,39.14,1.621,0
27.3432,88.5723,"Gangtok, Sikkim",59.0,20.01,11.77,4.881,17.6,78.4,223.15,682.02,33.02,1.242,1
27.2966,88.5741,"Gangtok, Sikkim",59.0,18.05,9.812,0.044,21.7,77.2,265.95,750.0,34.15,1.26,0
27.3216,88.5614,"Gangtok, Sikkim",59.0,17.65,10.899,5.377,18.6,66.5,227.59,463.37,39.64,1.103,1
27.3084,88.5733,"Gangtok, Sikkim",36.84,0.86,9.819,0.053,12.1,68.3,11.82,30.28,39.06,1.599,0
27.3661,88.5735,"Gangtok, Sikkim",40.13,3.04,9.814,0.14,18.3,62.6,9.27,44.49,36.41,1.623,0
27.3681,88.6073,"Gangtok, Sikkim",45.68,8.73,9.785,0.015,17.5,54.3,13.02,40.28,36.99,1.437,0
27.3647,88.6015,"Gangtok, Sikkim",35.86,0.09,9.777,0.054,15.4,46.9,1.48,3.37,41.87,1.544,0
27.379,88.5842,"Gangtok, Sikkim",37.94,2.16,9.815,0.064,16.5,66.8,9.72,42.6,34.02,1.744,0
27.3656,88.5728,"Gangtok, Sikkim",59.0,16.42,11.359,6.492,18.1,76.2,141.68,383.77,38.8,1.161,1
27.3772,88.5593,"Gangtok, Sikkim",46.16,7.36,9.834,0.269,10.0,67.6,33.8,114.01,35.65,1.524,0
27.3346,88.5986,"Gangtok, Sikkim",35.53,0.0,9.806,0.038,19.4,57.5,17.23,41.55,35.59,1.744,0
27.3513,88.6006,"Gangtok, Sikkim",59.0,17.07,9.829,0.028,20.3,81.7,43.13,174.36,41.11,1.083,0
27.3478,88.6427,"Gangtok, Sikkim",27.95,0.0,9.78,0.115,19.9,55.5,0.46,11.32,39.97,1.597,0
27.3031,88.5809,"Gangtok, Sikkim",59.0,17.47,10.737,7.848,16.9,69.9,156.27,533.83,39.92,1.101,1
27.3692,88.5793,"Gangtok, Sikkim",59.0,22.36,11.653,5.966,25.5,78.2,287.7,634.85,41.98,0.953,1
27.3795,88.6106,"Gangtok, Sikkim",59.0,22.2,12.187,5.064,19.9,66.7,175.34,529.07,36.59,1.057,1
27.2971,88.5586,"Gangtok, Sikkim",32.11,0.0,9.837,0.017,16.4,45.8,3.33,30.13,39.36,1.614,0
27.3652,88.6421,"Gangtok, Sikkim",47.68,10.87,9.768,0.03,13.3,63.7,13.63,74.55,35.2,1.437,0
27.3129,88.5806,"Gangtok, Sikkim",42.56,5.85,9.802,0.256,12.8,51.0,3.15,19.65,37.86,1.493,0
27.3843,88.6221,"Gangtok, Sikkim",47.72,11.83,9.849,0.026,19.5,60.9,8.54,66.91,35.95,1.382,0
27.3057,88.6014,"Gangtok, Sikkim",47.18,8.13,9.763,0.074,20.7,52.1,26.25,128.96,36.91,1.458,0
27.3799,88.6186,"Gangtok, Sikkim",41.0,5.04,9.878,0.017,18.5,59.7,14.2,33.82,39.0,1.481,0
27.3296,88.5716,"Gangtok, Sikkim",59.0,17.41,11.95,4.437,17.8,85.0,257.08,517.49,33.06,1.32,1
27.3615,88.5841,"Gangtok, Sikkim",33.01,0.0,9.785,0.017,16.7,53.3,5.59,29.41,45.29,1.474,0
27.3455,88.6165,"Gangtok, Sikkim",44.6,6.69,9.821,0.051,19.9,63.1,7.3,40.3,32.27,1.684,0
27.3444,88.5811,"Gangtok, Sikkim",59.0,21.44,10.409,6.633,15.0,73.0,223.72,488.0,31.4,1.262,1
27.3597,88.6131,"Gangtok, Sikkim",34.29,0.0,9.785,0.076,17.9,60.0,12.06,53.74,41.36,1.559,0
27.3293,88.5617,"Gangtok, Sikkim",34.81,0.0,9.79,0.068,18.3,54.3,5.43,22.91,39.82,1.601,0
27.322,88.5917,"Gangtok, Sikkim",45.54,9.02,9.817,0.033,20.2,57.1,22.96,119.59,39.12,1.364,0
27.368,88.6078,"Gangtok, Sikkim",41.97,5.61,9.824,0.002,14.9,61.7,16.95,66.88,39.14,1.461,0
27.3821,88.6316,"Gangtok, Sikkim",38.61,2.7,9.804,0.001,14.2,67.1,11.32,33.47,36.45,1.632,0
27.3427,88.5734,"Gangtok, Sikkim",32.84,0.0,9.822,0.046,18.2,44.3,5.43,21.12,32.73,1.869,0
27.311,88.5725,"Gangtok, Sikkim",59.0,19.37,11.941,3.339,18.8,69.5,236.61,515.57,36.82,1.133,1
27.3332,88.6288,"Gangtok, Sikkim",59.0,17.26,10.493,4.157,18.0,74.5,198.94,465.88,33.66,1.302,1
27.3648,88.5661,"Gangtok, Sikkim",59.0,19.37,11.708,6.092,10.0,73.0,242.2,471.08,40.6,1.031,1
27.3385,88.6046,"Gangtok, Sikkim",59.0,21.43,11.695,4.217,19.3,77.7,234.15,502.4,35.88,1.101,1
27.3328,88.5866,"Gangtok, Sikkim",37.37,1.49,9.863,0.013,27.8,50.9,2.61,12.91,33.03,1.809,0
27.3365,88.6082,"Gangtok, Sikkim",40.89,4.75,9.82,0.027,21.5,56.6,2.17,75.86,35.15,1.62,0
27.3489,88.5942,"Gangtok, Sikkim",59.0,18.46,9.847,0.05,10.6,75.5,119.95,403.6,38.23,1.118,0
27.3834,88.5904,"Gangtok, Sikkim",36.37,0.57,9.795,0.021,16.5,56.4,3.12,11.19,34.13,1.787,0
27.3784,88.6366,"Gangtok, Sikkim",59.0,18.9,12.186,3.968,17.2,90.8,211.74,714.17,33.05,1.275,1
27.3354,88.6061,"Gangtok, Sikkim",28.99,0.0,9.834,0.036,16.8,54.3,7.21,23.81,37.52,1.673,0
27.3759,88.6058,"Gangtok, Sikkim",59.0,18.72,11.978,2.101,13.3,65.9,284.77,575.09,37.53,1.131,1
27.3568,88.6374,"Gangtok, Sikkim",55.88,17.91,12.057,4.112,14.6,66.4,25.16,110.2,34.37,1.256,1
27.3797,88.5783,"Gangtok, Sikkim",55.33,18.36,10.442,6.734,21.5,63.9,24.28,66.35,34.52,1.237,1
27.3864,88.653,"Gangtok, Sikkim",40.71,4.9,9.845,0.048,20.8,69.3,7.2,83.76,37.47,1.532,0
27.3186,88.6179,"Gangtok, Sikkim",35.2,0.0,9.861,0.249,17.6,48.5,0.19,20.87,30.42,1.991,0
27.2936,88.5733,"Gangtok, Sikkim",45.3,7.75,9.793,0.055,21.6,67.0,6.67,40.11,30.59,1.733,0
27.3473,88.6215,"Gangtok, Sikkim",59.0,19.37,11.239,3.959,15.5,78.1,185.54,419.87,33.48,1.244,1
27.3424,88.627,"Gangtok, Sikkim",59.0,18.57,10.877,7.284,16.7,66.4,253.64,750.0,35.6,1.194,1
27.3682,88.5733,"Gangtok, Sikkim",59.0,21.07,9.815,0.007,16.6,72.6,77.29,300.61,37.81,1.055,0
27.3549,88.6128,"Gangtok, Sikkim",45.49,9.71,9.799,0.055,12.1,62.1,2.01,44.94,42.7,1.254,0
27.3007,88.5794,"Gangtok, Sikkim",59.0,17.07,11.14,7.802,17.0,65.7,173.32,497.66,40.1,1.108,1
27.3309,88.6429,"Gangtok, Sikkim",30.35,0.0,9.854,0.053,24.2,61.5,2.42,9.85,35.83,1.735,0
27.3106,88.5748,"Gangtok, Sikkim",42.17,6.33,9.784,0.035,23.8,61.9,16.66,56.46,36.42,1.527,0
27.361,88.6541,"Gangtok, Sikkim",44.97,6.69,9.795,0.052,18.4,72.8,4.97,42.11,32.29,1.683,0
27.3336,88.5915,"Gangtok, Sikkim",54.22,15.77,11.234,2.818,17.2,84.3,14.85,84.57,36.42,1.25,1
27.3143,88.5615,"Gangtok, Sikkim",59.0,22.67,9.766,0.009,24.7,76.1,70.74,279.68,35.29,1.083,0
27.3067,88.5658,"Gangtok, Sikkim",59.0,22.94,11.418,3.065,17.1,77.4,228.36,539.87,37.86,0.999,1
27.3383,88.6543,"Gangtok, Sikkim",37.49,1.5,9.797,0.046,16.0,52.1,14.65,74.15,33.03,1.809,0
27.3676,88.6167,"Gangtok, Sikkim",28.06,0.0,9.835,0.031,21.6,56.9,3.09,18.72,38.68,1.635,0
27.3376,88.6182,"Gangtok, Sikkim",59.0,16.91,11.236,2.75,11.5,74.9,194.13,459.38,42.94,1.047,1
27.3265,88.5743,"Gangtok, Sikkim",59.0,20.56,11.232,7.675,17.6,72.6,120.09,410.7,36.04,1.122,1
27.3479,88.6093,"Gangtok, Sikkim",31.89,0.0,9.852,0.034,17.7,47.5,10.63,29.08,38.19,1.651,0
27.3834,88.6215,"Gangtok, Sikkim",59.0,17.25,9.834,0.058,19.9,75.6,72.67,251.23,39.4,1.121,0
27.3662,88.5658,"Gangtok, Sikkim",49.73,13.21,9.816,0.015,15.7,71.0,7.9,89.58,34.81,1.381,0
27.365,88.6548,"Gangtok, Sikkim",48.38,11.84,9.815,0.083,17.3,67.3,10.92,61.67,37.44,1.332,0
27.3546,88.6307,"Gangtok, Sikkim",50.41,14.19,9.83,0.044,18.3,70.6,7.67,81.62,36.55,1.292,0
27.3869,88.5956,"Gangtok, Sikkim",59.0,16.92,12.025,4.014,17.0,73.9,153.89,559.8,36.91,1.201,1
27.3713,88.5965,"Gangtok, Sikkim",59.0,17.62,10.454,2.786,17.3,78.2,238.34,608.71,33.25,1.306,1
27.3315,88.6223,"Gangtok, Sikkim",37.27,1.47,9.819,0.041,21.2,59.5,2.71,39.22,36.6,1.662,0
27.3145,88.6558,"Gangtok, Sikkim",41.22,5.08,9.773,0.013,20.2,67.3,2.89,56.99,38.59,1.492,0
27.3218,88.5688,"Gangtok, Sikkim",43.68,7.58,9.815,0.08,20.0,67.0,0.07,58.97,42.59,1.316,0
27.3212,88.6421,"Gangtok, Sikkim",36.02,0.27,9.833,0.033,11.7,56.5,4.3,39.13,40.53,1.573,0
27.3203,88.6176,"Gangtok, Sikkim",34.92,0.0,9.807,0.054,19.6,57.2,16.58,61.89,45.54,1.469,0
27.3824,88.5825,"Gangtok, Sikkim",59.0,20.06,9.794,0.007,14.8,68.2,80.83,216.77,33.28,1.231,0
27.302,88.5662,"Gangtok, Sikkim",59.0,18.47,9.827,0.06,25.6,82.8,100.0,290.52,40.16,1.067,0
27.3329,88.5669,"Gangtok, Sikkim",53.94,15.99,9.78,0.028,18.0,69.4,38.34,157.82,37.27,1.217,0
27.3343,88.6428,"Gangtok, Sikkim",59.0,20.96,10.466,1.761,17.2,74.4,255.48,555.59,45.7,0.948,1
27.3666,88.6147,"Gangtok, Sikkim",59.0,18.66,9.797,0.234,23.8,72.3,72.33,238.56,33.11,1.28,0
27.3739,88.5665,"Gangtok, Sikkim",32.56,0.0,9.746,0.034,22.6,47.4,14.72,52.66,32.97,1.857,0
27.3498,88.5681,"Gangtok, Sikkim",48.36,9.12,9.796,0.068,17.1,61.2,15.38,65.36,33.98,1.535,0
27.3371,88.6028,"Gangtok, Sikkim",27.96,0.0,9.808,0.059,13.5,42.3,1.07,4.44,27.58,2.172,0
27.3154,88.6395,"Gangtok, Sikkim",26.94,0.0,9.827,0.007,11.3,46.5,2.98,14.72,34.29,1.797,0
27.3117,88.6117,"Gangtok, Sikkim",59.0,19.89,9.823,0.083,14.0,80.2,111.1,346.03,33.31,1.235,0
27.3371,88.5997,"Gangtok, Sikkim",48.7,12.61,9.771,0.023,19.2,66.3,15.11,50.99,37.13,1.32,0
27.2923,88.6262,"Gangtok, Sikkim",26.34,0.0,9.814,0.096,17.4,51.4,5.07,22.98,37.94,1.659,0
27.2902,88.6386,"Gangtok, Sikkim",41.87,5.27,9.794,0.056,14.4,63.5,18.54,90.95,44.38,1.343,0
27.3155,88.5685,"Gangtok, Sikkim",45.23,7.07,9.799,0.023,16.5,60.8,4.97,26.72,40.49,1.382,0
27.3306,88.6124,"Gangtok, Sikkim",59.0,22.9,12.247,5.536,24.5,82.6,214.35,597.45,34.08,1.116,1
27.3199,88.5687,"Gangtok, Sikkim",41.99,6.02,9.808,0.079,22.2,66.7,1.68,6.78,32.73,1.684,0
27.2907,88.6269,"Gangtok, Sikkim",59.0,23.2,9.904,0.048,24.7,80.1,228.47,672.58,38.57,0.973,0
27.3775,88.5666,"Gangtok, Sikkim",29.73,0.0,9.866,0.066,15.4,52.8,5.0,17.89,30.96,1.96,0
27.312,88.5585,"Gangtok, Sikkim",33.74,0.0,9.78,0.01,21.1,51.6,6.3,51.76,44.19,1.495,0
27.3774,88.601,"Gangtok, Sikkim",28.32,0.0,9.812,0.093,20.7,47.0,5.15,28.84,41.45,1.557,0
27.3814,88.6033,"Gangtok, Sikkim",51.23,12.26,9.801,0.023,23.6,68.4,17.31,58.72,34.53,1.42,0
27.3751,88.6517,"Gangtok, Sikkim",59.0,19.88,9.814,0.058,18.0,83.4,72.95,198.36,29.3,1.405,0
27.3224,88.6206,"Gangtok, Sikkim",44.46,7.71,9.837,0.007,15.0,69.5,5.19,17.43,42.19,1.322,0
27.3555,88.5586,"Gangtok, Sikkim",50.79,14.26,9.806,0.023,14.6,59.5,21.79,51.34,36.02,1.308,0
27.3327,88.642,"Gangtok, Sikkim",59.0,17.83,11.866,5.541,17.9,76.7,214.22,682.31,41.7,1.048,1
27.3835,88.6464,"Gangtok, Sikkim",59.0,17.09,9.845,0.019,18.3,60.2,34.24,130.07,29.8,1.472,0
27.3862,88.6218,"Gangtok, Sikkim",59.0,19.77,9.773,0.127,19.0,72.5,51.5,132.79,33.98,1.214,0
27.3122,88.614,"Gangtok, Sikkim",59.0,17.31,11.13,3.917,12.7,71.1,172.65,605.88,36.52,1.202,1
27.331,88.5824,"Gangtok, Sikkim",32.33,0.0,9.765,0.123,22.9,55.8,4.13,12.84,36.7,1.702,0
27.3662,88.6194,"Gangtok, Sikkim",59.0,20.48,9.779,0.03,12.9,68.6,102.91,368.38,34.61,1.171,0
27.3679,88.5834,"Gangtok, Sikkim",52.32,15.49,9.832,0.002,22.9,60.3,17.97,70.84,39.12,1.179,0
27.3793,88.5804,"Gangtok, Sikkim",59.0,16.59,12.139,2.445,16.8,72.2,134.09,510.21,32.02,1.388,1
27.3491,88.5622,"Gangtok, Sikkim",46.2,10.53,9.754,0.025,25.0,64.2,12.41,35.9,35.9,1.421,0
27.343,88.5664,"Gangtok, Sikkim",42.46,4.65,9.788,0.036,11.4,50.7,17.0,56.54,37.01,1.556,0
27.3221,88.6426,"Gangtok, Sikkim",41.65,4.71,9.785,0.069,22.5,67.2,1.51,44.37,38.66,1.5,0
27.3783,88.6332,"Gangtok, Sikkim",54.78,17.4,9.772,0.072,14.1,70.4,21.49,65.08,39.49,1.114,0
27.3257,88.6144,"Gangtok, Sikkim",37.61,1.32,9.827,0.002,13.8,57.1,14.67,76.66,31.78,1.875,0
27.3113,88.6243,"Gangtok, Sikkim",50.89,10.91,9.764,0.088,24.3,74.9,10.33,67.83,30.06,1.659,0
27.3236,88.5786,"Gangtok, Sikkim",59.0,16.7,11.987,4.146,20.9,70.8,220.58,750.0,41.87,1.076,1
27.3474,88.5677,"Gangtok, Sikkim",43.79,7.09,9.814,0.049,12.4,71.1,14.46,44.31,37.9,1.456,0
27.3576,88.5752,"Gangtok, Sikkim",49.64,13.68,9.8,0.021,18.8,67.2,2.7,84.75,33.36,1.422,0
27.3442,88.5958,"Gangtok, Sikkim",43.74,6.98,9.798,0.033,23.3,66.9,6.74,105.95,43.01,1.324,0
27.3455,88.5811,"Gangtok, Sikkim",35.6,0.0,9.788,0.074,20.1,57.9,8.18,26.73,36.99,1.692,0
27.3199,88.5705,"Gangtok, Sikkim",33.14,0.0,9.773,0.09,18.1,57.3,0.68,3.68,41.45,1.557,0
27.3666,88.5635,"Gangtok, Sikkim",42.75,4.9,9.791,0.029,22.4,61.8,37.12,90.7,36.78,1.556,0
27.3265,88.6014,"Gangtok, Sikkim",34.18,0.0,9.83,0.07,19.4,51.2,1.65,16.25,45.16,1.476,0
27.3084,88.595,"Gangtok, Sikkim",59.0,22.85,11.77,1.246,11.7,86.8,132.62,402.76,43.87,0.948,1
27.3307,88.5789,"Gangtok, Sikkim",48.14,9.0,9.815,0.107,18.4,65.8,8.47,47.39,35.45,1.483,0
27.3528,88.5596,"Gangtok, Sikkim",28.96,0.0,9.844,0.056,19.8,43.0,0.31,46.57,40.58,1.58,0
27.3087,88.6189,"Gangtok, Sikkim",50.27,10.84,9.828,0.09,18.8,76.5,31.04,94.48,39.21,1.309,0
27.3517,88.583,"Gangtok, Sikkim",59.0,21.23,11.814,8.41,16.5,73.3,22.91,120.48,42.25,0.952,1
27.3572,88.6035,"Gangtok, Sikkim",59.0,23.31,12.217,1.888,19.7,64.8,264.25,750.0,32.45,1.162,1
